Player,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tony Bradley,0.3,0.0,0.01,0.41,0.29,0.09,0.13,0.17,0.35,0.4,0.11,0.06,0.35,0.19,0.37,0.38
Tony Parker,0.38,0.04,0.04,0.38,0.34,0.13,0.17,0.01,0.11,0.08,0.54,0.08,0.04,0.27,0.12,0.39
Tony Snell,0.24,0.17,0.14,0.1,0.09,0.04,0.05,0.01,0.13,0.1,0.15,0.06,0.08,0.1,0.14,0.26
Tony Wroten,0.45,0.06,0.12,0.3,0.33,0.28,0.51,0.01,0.2,0.14,0.4,0.07,0.0,0.8,0.18,0.42
Torrey Craig,0.24,0.11,0.12,0.16,0.12,0.06,0.08,0.06,0.18,0.18,0.12,0.07,0.25,0.11,0.27,0.26
Trae Young,0.54,0.23,0.22,0.34,0.31,0.36,0.42,0.02,0.15,0.12,0.75,0.09,0.04,0.51,0.12,0.65
Travis Wear,0.31,0.21,0.21,0.08,0.11,0.07,0.07,0.0,0.25,0.16,0.09,0.04,0.17,0.12,0.3,0.3
Tremont Waters,0.42,0.1,0.2,0.19,0.21,0.13,0.13,0.0,0.15,0.1,0.4,0.25,0.15,0.52,0.25,0.3
Treveon Graham,0.24,0.13,0.12,0.11,0.12,0.08,0.1,0.04,0.15,0.14,0.14,0.08,0.04,0.1,0.22,0.24
Trevon Duval,0.5,0.43,0.15,0.34,0.35,0.0,0.0,0.0,0.22,0.15,1.0,0.0,0.0,0.0,0.0,0.77
Trevor Ariza,0.29,0.19,0.18,0.12,0.11,0.08,0.11,0.02,0.19,0.15,0.2,0.14,0.06,0.13,0.13,0.31
Trevor Booker,0.29,0.02,0.03,0.31,0.26,0.09,0.13,0.1,0.3,0.3,0.19,0.1,0.15,0.23,0.22,0.32
Trey Burke,0.45,0.16,0.15,0.32,0.3,0.11,0.14,0.02,0.1,0.08,0.43,0.08,0.04,0.22,0.14,0.47
Trey Lyles,0.36,0.14,0.14,0.24,0.21,0.1,0.14,0.04,0.29,0.23,0.17,0.07,0.17,0.18,0.19,0.37
Trey McKinney-Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tristan Thompson,0.24,0.0,0.0,0.29,0.23,0.11,0.19,0.12,0.3,0.33,0.13,0.06,0.19,0.14,0.18,0.29
Troy Brown,0.34,0.1,0.1,0.26,0.24,0.12,0.14,0.04,0.25,0.21,0.29,0.13,0.04,0.18,0.18,0.35
Troy Caupain,0.5,0.36,0.2,0.28,0.3,0.0,0.0,0.05,0.19,0.2,0.71,0.15,0.0,0.0,0.0,0.57
Troy Daniels,0.38,0.3,0.28,0.1,0.1,0.06,0.08,0.01,0.11,0.09,0.11,0.06,0.04,0.16,0.18,0.4
Troy Williams,0.32,0.1,0.12,0.24,0.2,0.08,0.13,0.04,0.18,0.17,0.12,0.15,0.15,0.2,0.25,0.34
Ty Jerome,0.34,0.13,0.15,0.17,0.19,0.08,0.09,0.02,0.18,0.14,0.38,0.14,0.06,0.22,0.19,0.28
Ty Lawson,0.28,0.06,0.07,0.22,0.21,0.14,0.19,0.02,0.11,0.09,0.52,0.12,0.04,0.29,0.14,0.31
Tyler Cavanaugh,0.29,0.18,0.17,0.14,0.12,0.07,0.09,0.09,0.23,0.24,0.15,0.05,0.06,0.11,0.26,0.31
Tyler Cook,0.21,0.0,0.0,0.32,0.21,0.24,0.28,0.12,0.21,0.26,0.07,0.14,0.0,0.19,0.21,0.39
Tyler Davis,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Dorsey,0.39,0.2,0.2,0.18,0.19,0.1,0.15,0.02,0.18,0.14,0.23,0.06,0.04,0.14,0.16,0.38
Tyler Ennis,0.32,0.09,0.09,0.25,0.24,0.06,0.09,0.02,0.13,0.11,0.43,0.12,0.06,0.26,0.23,0.31
Tyler Hansbrough,0.21,0.0,0.01,0.2,0.19,0.23,0.38,0.12,0.21,0.26,0.07,0.12,0.19,0.16,0.34,0.28
Tyler Herro,0.42,0.22,0.2,0.23,0.22,0.12,0.13,0.01,0.21,0.15,0.23,0.07,0.06,0.23,0.11,0.45
Tyler Johnson,0.35,0.14,0.14,0.22,0.21,0.13,0.17,0.02,0.15,0.12,0.28,0.1,0.15,0.18,0.17,0.38
Tyler Lydon,0.19,0.15,0.11,0.12,0.08,0.0,0.06,0.08,0.16,0.19,0.15,0.08,0.0,0.21,0.24,0.22
Tyler Ulis,0.35,0.07,0.08,0.27,0.27,0.09,0.12,0.01,0.09,0.08,0.55,0.13,0.04,0.29,0.16,0.33
Tyler Zeller,0.33,0.02,0.01,0.38,0.32,0.15,0.19,0.09,0.25,0.26,0.15,0.04,0.23,0.18,0.28,0.39
Tyreke Evans,0.47,0.17,0.16,0.32,0.32,0.19,0.24,0.02,0.2,0.16,0.45,0.12,0.08,0.32,0.16,0.5
Tyrone Wallace,0.31,0.02,0.04,0.28,0.26,0.13,0.18,0.02,0.16,0.14,0.22,0.1,0.1,0.23,0.24,0.31
Tyson Chandler,0.16,0.0,0.0,0.23,0.16,0.12,0.18,0.11,0.38,0.37,0.1,0.07,0.17,0.2,0.23,0.24
Tyus Jones,0.27,0.1,0.09,0.2,0.18,0.08,0.1,0.01,0.11,0.08,0.57,0.17,0.04,0.16,0.12,0.28
Udonis Haslem,0.25,0.0,0.06,0.19,0.18,0.08,0.14,0.04,0.35,0.28,0.12,0.04,0.1,0.11,0.25,0.21
Vander Blue,0.11,0.0,0.04,0.05,0.07,0.04,0.09,0.0,0.03,0.02,0.19,0.07,0.0,0.27,0.1,0.06
Vic Law,0.28,0.04,0.12,0.18,0.18,0.05,0.21,0.02,0.21,0.18,0.14,0.08,0.0,0.1,0.23,0.22
Victor Oladipo,0.46,0.16,0.16,0.34,0.31,0.17,0.22,0.02,0.19,0.15,0.33,0.16,0.1,0.28,0.16,0.51
Vince Carter,0.31,0.2,0.19,0.12,0.12,0.09,0.11,0.02,0.18,0.14,0.18,0.1,0.17,0.13,0.22,0.32
Vince Edwards,0.25,0.17,0.25,0.0,0.0,0.0,0.0,0.06,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.17
Vince Hunter,0.67,0.0,0.0,1.0,0.67,0.0,0.0,0.28,0.17,0.44,0.0,0.0,0.83,0.44,0.0,0.76
Vincent Poirier,0.27,0.0,0.02,0.27,0.26,0.1,0.1,0.1,0.35,0.34,0.19,0.05,0.5,0.27,0.42,0.29
Vlatko Cancar,0.34,0.09,0.12,0.28,0.19,0.19,0.19,0.12,0.19,0.22,0.17,0.09,0.23,0.24,0.35,0.34
Wade Baldwin,0.29,0.06,0.06,0.19,0.23,0.16,0.19,0.02,0.15,0.12,0.39,0.12,0.15,0.39,0.24,0.27
Walt Lemon,0.52,0.03,0.03,0.49,0.49,0.09,0.13,0.02,0.2,0.16,0.52,0.19,0.06,0.24,0.19,0.47
"Walt Lemon,",0.46,0.08,0.03,0.39,0.43,0.12,0.17,0.0,0.09,0.06,0.4,0.0,0.21,0.46,0.32,0.44
Wayne Ellington,0.35,0.27,0.25,0.1,0.1,0.06,0.07,0.01,0.13,0.1,0.13,0.09,0.04,0.1,0.12,0.37
Wayne Selden,0.34,0.13,0.14,0.21,0.21,0.11,0.14,0.02,0.12,0.11,0.22,0.08,0.08,0.26,0.2,0.35
Wendell Carter,0.3,0.01,0.02,0.33,0.28,0.17,0.22,0.09,0.31,0.3,0.16,0.08,0.31,0.23,0.3,0.36
Wenyen Gabriel,0.21,0.07,0.09,0.14,0.12,0.13,0.18,0.09,0.19,0.22,0.11,0.15,0.19,0.26,0.38,0.24
Wesley Iwundu,0.23,0.06,0.06,0.17,0.16,0.12,0.16,0.03,0.17,0.14,0.16,0.08,0.12,0.11,0.21,0.25
Wesley Johnson,0.27,0.13,0.15,0.13,0.12,0.04,0.06,0.02,0.21,0.16,0.1,0.14,0.25,0.13,0.23,0.26
Wesley Matthews,0.32,0.2,0.19,0.13,0.13,0.09,0.12,0.01,0.12,0.09,0.2,0.08,0.04,0.14,0.15,0.34
Will Barton,0.39,0.15,0.15,0.27,0.24,0.14,0.18,0.03,0.22,0.18,0.31,0.09,0.12,0.22,0.14,0.43
William Howard,0.31,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.23,0.15,0.22,0.0,0.0,0.31,0.18,0.0
Willie Cauley-Stein,0.32,0.0,0.01,0.39,0.32,0.13,0.21,0.08,0.29,0.27,0.2,0.12,0.25,0.17,0.23,0.37
Willie Reed,0.28,0.0,0.0,0.38,0.28,0.11,0.21,0.11,0.29,0.31,0.07,0.05,0.42,0.13,0.29,0.36
Willy Hernangomez,0.35,0.02,0.03,0.41,0.33,0.19,0.28,0.13,0.37,0.38,0.2,0.08,0.21,0.31,0.25,0.43
Wilson Chandler,0.32,0.13,0.13,0.21,0.18,0.08,0.11,0.04,0.22,0.19,0.18,0.07,0.1,0.17,0.19,0.33
Xavier Munford,0.32,0.09,0.09,0.21,0.22,0.06,0.12,0.01,0.16,0.12,0.28,0.16,0.1,0.24,0.24,0.29
Xavier Rathan-Mayes,0.36,0.02,0.12,0.21,0.24,0.07,0.15,0.0,0.06,0.04,0.44,0.15,0.19,0.38,0.34,0.22
Xavier Silas,0.43,0.0,0.29,0.0,0.14,0.0,0.0,0.14,0.21,0.29,0.0,0.42,0.0,0.0,0.32,0.0
Yante Maten,0.31,0.0,0.08,0.18,0.23,0.0,0.0,0.08,0.23,0.23,0.0,0.23,0.0,0.0,0.0,0.14
Yogi Ferrell,0.33,0.15,0.15,0.19,0.18,0.1,0.12,0.01,0.13,0.1,0.33,0.09,0.04,0.18,0.16,0.35
Yuta Watanabe,0.31,0.06,0.08,0.21,0.21,0.07,0.12,0.04,0.21,0.18,0.13,0.11,0.08,0.09,0.16,0.24
Zach Collins,0.28,0.08,0.09,0.21,0.19,0.09,0.13,0.07,0.24,0.23,0.15,0.05,0.29,0.23,0.28,0.3
Zach LaVine,0.49,0.18,0.17,0.35,0.31,0.21,0.26,0.02,0.16,0.12,0.32,0.09,0.06,0.32,0.16,0.56
Zach Lofton,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0
Zach Norvell,0.29,0.21,0.19,0.0,0.1,0.05,0.05,0.0,0.22,0.15,0.21,0.15,0.0,0.29,0.22,0.22
Zach Randolph,0.5,0.04,0.05,0.48,0.44,0.15,0.19,0.09,0.3,0.29,0.21,0.07,0.06,0.24,0.17,0.5
Zaza Pachulia,0.24,0.0,0.0,0.28,0.24,0.19,0.24,0.11,0.33,0.34,0.25,0.12,0.12,0.27,0.28,0.31
Zhaire Smith,0.32,0.13,0.14,0.16,0.18,0.11,0.16,0.02,0.12,0.11,0.23,0.11,0.15,0.22,0.18,0.31
Zhou Qi,0.26,0.04,0.15,0.1,0.11,0.12,0.18,0.04,0.18,0.18,0.04,0.04,0.79,0.3,0.24,0.18
Zion Williamson,0.54,0.02,0.02,0.69,0.52,0.34,0.53,0.1,0.2,0.22,0.21,0.08,0.1,0.36,0.14,0.73
Zylan Cheatham,0.17,0.0,0.02,0.26,0.16,0.0,0.0,0.06,0.18,0.17,0.17,0.05,0.12,0.31,0.44,0.21
